是否必填			1	1	1	1	1	1	1	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接类型	过程连接尺寸	过程连接材质	额定量程	信号输出	显示及操作	电缆入口	认证	填充油	毛细管	结构材料
498	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWGGDC00+1199MDC15KFFWGGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
499	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWGGDC00+1199MDC59KFFWGGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
500	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWGGDC00+1199MDC20KFFWGGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	2寸、DN50(HG20615、HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:6.1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
501	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC52KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
502	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC53KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
503	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC54KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
504	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC55KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
505	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC56KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
506	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC57KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
507	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC58KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
508	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC15KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
509	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC59KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
510	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDA00+1199MDC20KFFWJGDA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:6.1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
511	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC52KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
512	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC53KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
513	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC54KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
514	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC55KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
515	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC56KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
516	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC57KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
517	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC58KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
518	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC15KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
519	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC59KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
520	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDB00+1199MDC20KFFWJGDB00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	C-276接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:6.1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
521	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC52KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
522	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC53KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
523	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC54KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
524	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC55KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
525	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC56KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
526	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC57KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
527	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC58KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
528	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC15KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
529	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC59KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
530	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4KFFWJGDC00+1199MDC20KFFWJGDC00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20592(对应 EN 1092-1)	DN80(HG20592)	钽 接液部件;316L SST上套及法兰	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:6.1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
531	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC52GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
532	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC53GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
533	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC54GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
534	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC55GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
535	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC56GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
536	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC57GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
537	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC58GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
538	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC15GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:4.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
539	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC59GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
540	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFWG1DA00+1199MDC20GFFWG1DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	2寸、DN50(HG20615、HG20592)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:6.1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
541	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFW71DA00+1199MDC52GFFW71DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	3寸(HG20615)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
542	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFW71DA00+1199MDC53GFFW71DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	3寸(HG20615)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:1.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
543	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFW71DA00+1199MDC54GFFW71DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	3寸(HG20615)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
544	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFW71DA00+1199MDC55GFFW71DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	3寸(HG20615)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:2.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
545	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFW71DA00+1199MDC56GFFW71DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	3寸(HG20615)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
546	双法兰液位变送器	3051DP2A22A1BS2M5B4E3D4C1HR5+1199WDAB4GFFW71DA00+1199MDC57GFFW71DA00	艾默生	3051DP E3+2*1199	平齐式法兰密封件HG20615(对应 ANSI/ASME B16.5)	3寸(HG20615)	全部316L SST材质	-62.2kPa至62.2kPa(-250至250inH2O)	2线,4~20mA HART	本地显示和模拟零点量程调整	M20*1.5	中国防火(ExdIICT4/T6)	硅油-45至205℃	低压侧:直接连接,高压侧:3.5m,1.092mm内径	共平面式316法兰,316排气阀,隔膜316L SST
