			1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0
序号	分类名称	供应商型号规格	品牌	产品系列	应用类型	认证	防爆类型	信号输出	显示及操作	电气连接	防护等级	压力范围	量程	精度	过程连接	连接材质	膜片材质	填充油	附加信息
98	差压压力变送器	PMD55-AA21BB67LGBHA4A1C+AK(0~6bar)	E+H	PMD55	差压	非防爆区	非防爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),16bar(差压)	0~6bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	碳钢	316L	硅油	
99	差压压力变送器	PMD55-AA21BB67HGBHAJA1C+AK(0~3bar)	E+H	PMD55	差压	非防爆区	非防爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),3bar(差压)	0~3bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	316L	316L	硅油	
100	差压压力变送器	PMD55-AA21BB67LGBHAJA1C+AK(0~6bar)	E+H	PMD55	差压	非防爆区	非防爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),16bar(差压)	0~6bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	316L	316L	硅油	
101	差压压力变送器	PMD55-BC21BB67HGBHA4A1C+AK(0~3bar)	E+H	PMD55	差压	ATEX II 2G Ex d IIC T6	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),3bar(差压)	0~3bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	碳钢	316L	硅油	
102	差压压力变送器	PMD55-BC21BB67LGBHA4A1C+AK(0~6bar)	E+H	PMD55	差压	ATEX II 2G Ex d IIC T6	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),16bar(差压)	0~6bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	碳钢	316L	硅油	
103	差压压力变送器	PMD55-BC21BB67HGBHAJA1C+AK(0~3bar)	E+H	PMD55	差压	ATEX II 2G Ex d IIC T6	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),3bar(差压)	0~3bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	316L	316L	硅油	
104	差压压力变送器	PMD55-BC21BB67LGBHAJA1C+AK(0~6bar)	E+H	PMD55	差压	ATEX II 2G Ex d IIC T6	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),16bar(差压)	0~6bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	316L	316L	硅油	
105	差压压力变送器	PMD55-NB21BB67HGBHA4A1C+AK(0~3bar)	E+H	PMD55	差压	NEPSI Ex d IIC T6 Gb	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),3bar(差压)	0~3bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	碳钢	316L	硅油	
106	差压压力变送器	PMD55-NB21BB67LGBHA4A1C+AK(0~6bar)	E+H	PMD55	差压	NEPSI Ex d IIC T6 Gb	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),16bar(差压)	0~6bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	碳钢	316L	硅油	
107	差压压力变送器	PMD55-NB21BB67HGBHAJA1C+AK(0~3bar)	E+H	PMD55	差压	NEPSI Ex d IIC T6 Gb	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),3bar(差压)	0~3bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	316L	316L	硅油	
108	差压压力变送器	PMD55-NB21BB67LGBHAJA1C+AK(0~6bar)	E+H	PMD55	差压	NEPSI Ex d IIC T6 Gb	隔爆	4-20mA HART	现场显示与设置	M20	IP66/68	70bar(静压),16bar(差压)	0~6bar		NPT1/4内螺纹*2,适用于垂直引压管,与表头成90°角	316L	316L	硅油	
109	差压压力变送器	EJA110E-JHS5J-919EA(0~3bar)	横河川仪	EJA110E	差压	无认证	非防爆	4-20mA HART	现场显示与设置	M20		-500~500kPa	0~3bar		NPT1/4内螺纹*2	316	哈氏合金C	硅油	
110	差压压力变送器	EJA110E-JVS5J-919EA(0~6bar)	横河川仪	EJA110E	差压	无认证	隔爆	4-20mA HART	现场显示与设置	M20		-0.5~14Mpa	0~6bar		NPT1/4内螺纹*2	316	哈氏合金C	硅油	
111	差压压力变送器	EJA110E-JHS5J-919EA/NF2(0~3bar)	横河川仪	EJA110E	差压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	现场显示与设置	M20		-500~500kPa	0~3bar		NPT1/4内螺纹*2	316	哈氏合金C	硅油	
112	差压压力变送器	EJA110E-JVS5J-919EA/NF2(0~6bar)	横河川仪	EJA110E	差压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	现场显示与设置	M20		-0.5~14Mpa	0~6bar		NPT1/4内螺纹*2	316	哈氏合金C	硅油	
113	差压压力变送器	EJA110E-JHS5J-919EA/KF22(0~3bar)	横河川仪	EJA110E	差压	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	现场显示与设置	M20		-500~500kPa	0~3bar		NPT1/4内螺纹*2	316	哈氏合金C	硅油	
114	差压压力变送器	EJA110E-JVS5J-919EA/KF22(0~6bar)	横河川仪	EJA110E	差压	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	现场显示与设置	M20		-0.5~14Mpa	0~6bar		NPT1/4内螺纹*2	316	哈氏合金C	硅油	
115	差压压力变送器	3051DP4A62A1BM5B4HR5(0~3bar)	艾默生	3051DP	差压	无认证	非防爆	4-20mA HART	本地显示	M20		-2070kPa~2070kPa	0~3bar		NPT1/4内螺纹*2	304	316L	硅油	
116	差压压力变送器	3051DP4A62A1BM5B4HR5(0~6bar)	艾默生	3051DP	差压	无认证	非防爆	4-20mA HART	本地显示	M20		-2070kPa~2070kPa	0~6bar		NPT1/4内螺纹*2	304	316L	硅油	
117	差压压力变送器	3051DP4A62A1BM5B4E3HR5(0~3bar)	艾默生	3051DP	差压	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20		-2070kPa~2070kPa	0~3bar		NPT1/4内螺纹*2	304	316L	硅油	
118	差压压力变送器	3051DP4A62A1BM5B4E3HR5(0~6bar)	艾默生	3051DP	差压	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20		-2070kPa~2070kPa	0~6bar		NPT1/4内螺纹*2	304	316L	硅油	
119	差压压力变送器	3051DP4A62A1BM5B4K8HR5(0~3bar)	艾默生	3051DP	差压	ATEX 防火,本安, n 型,防尘	本安	4-20mA HART	本地显示	M20		-2070kPa~2070kPa	0~3bar		NPT1/4内螺纹*2	304	316L	硅油	
120	差压压力变送器	3051DP4A62A1BM5B4K8HR5(0~6bar)	艾默生	3051DP	差压	ATEX 防火,本安, n 型,防尘	本安	4-20mA HART	本地显示	M20		-2070kPa~2070kPa	0~6bar		NPT1/4内螺纹*2	304	316L	硅油	
