			1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	认证	防爆类型	信号输出	显示及操作	电缆入口	防护等级	测量范围	精度	过程连接	连接材质	膜片材质	填充油	量程	附加信息
96	表压压力变送器	PMP51-NB21JB1WGBGRCB1+AK(0~250bar)	E+H	PMP51	NEPSI Ex d IIC T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/68	-1~400bar	±0.15%	G1/2外螺纹,齐平式安装	哈氏合金C	哈氏合金C	硅油	0~250bar	
97	表压压力变送器	EJA530E-JBS8N-019EN(0~6bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~6bar	
98	表压压力变送器	EJA530E-JBS8N-019EN(0~10bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~10bar	
99	表压压力变送器	EJA530E-JBS8N-019EN(0~16bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~16bar	
100	表压压力变送器	EJA530E-JCS8N-019EN(0~25bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~25bar	
101	表压压力变送器	EJA530E-JCS8N-019EN(0~60bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~60bar	
102	表压压力变送器	EJA530E-JCS8N-019EN(0~100bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~100bar	
103	表压压力变送器	EJA530E-JBS9N-019EN(0~6bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~6bar	
104	表压压力变送器	EJA530E-JBS9N-019EN(0~10bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~10bar	
105	表压压力变送器	EJA530E-JBS9N-019EN(0~16bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~16bar	
106	表压压力变送器	EJA530E-JCS9N-019EN(0~25bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~25bar	
107	表压压力变送器	EJA530E-JCS9N-019EN(0~60bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~60bar	
108	表压压力变送器	EJA530E-JCS9N-019EN(0~100bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~100bar	
109	表压压力变送器	EJA530E-JDS4N-019EN(0~160bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	316L	哈氏合金C	硅油	0~160bar	
110	表压压力变送器	EJA530E-JDS4N-019EN(0~250bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	316L	哈氏合金C	硅油	0~250bar	
111	表压压力变送器	EJA530E-JBH4N-019EN(0~6bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	
112	表压压力变送器	EJA530E-JBH4N-019EN(0~10bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	
113	表压压力变送器	EJA530E-JBH4N-019EN(0~16bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	
114	表压压力变送器	EJA530E-JCH4N-019EN(0~25bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	
115	表压压力变送器	EJA530E-JCH4N-019EN(0~60bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~60bar	
116	表压压力变送器	EJA530E-JCH4N-019EN(0~100bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~100bar	
117	表压压力变送器	EJA530E-JDH4N-019EN(0~160bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~160bar	
118	表压压力变送器	EJA530E-JDH4N-019EN(0~250bar)	横河川仪	EJA530E	无防爆认证	非防爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~250bar	
119	表压压力变送器	EJA530E-JBS8N-019EN/NF2(0~6bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~6bar	
120	表压压力变送器	EJA530E-JBS8N-019EN/NF2(0~10bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~10bar	
121	表压压力变送器	EJA530E-JBS8N-019EN/NF2(0~16bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~16bar	
122	表压压力变送器	EJA530E-JCS8N-019EN/NF2(0~25bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~25bar	
123	表压压力变送器	EJA530E-JCS8N-019EN/NF2(0~60bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~60bar	
124	表压压力变送器	EJA530E-JCS8N-019EN/NF2(0~100bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~100bar	
125	表压压力变送器	EJA530E-JBS9N-019EN/NF2(0~6bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~6bar	
126	表压压力变送器	EJA530E-JBS9N-019EN/NF2(0~10bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~10bar	
127	表压压力变送器	EJA530E-JBS9N-019EN/NF2(0~16bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~16bar	
128	表压压力变送器	EJA530E-JCS9N-019EN/NF2(0~25bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~25bar	
129	表压压力变送器	EJA530E-JCS9N-019EN/NF2(0~60bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~60bar	
130	表压压力变送器	EJA530E-JCS9N-019EN/NF2(0~100bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~100bar	
131	表压压力变送器	EJA530E-JDS4N-019EN/NF2(0~160bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	316L	哈氏合金C	硅油	0~160bar	
132	表压压力变送器	EJA530E-JDS4N-019EN/NF2(0~250bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	316L	哈氏合金C	硅油	0~250bar	
133	表压压力变送器	EJA530E-JBH4N-019EN/NF2(0~6bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	
134	表压压力变送器	EJA530E-JBH4N-019EN/NF2(0~10bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	
135	表压压力变送器	EJA530E-JBH4N-019EN/NF2(0~16bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	
136	表压压力变送器	EJA530E-JCH4N-019EN/NF2(0~25bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	
137	表压压力变送器	EJA530E-JCH4N-019EN/NF2(0~60bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~60bar	
138	表压压力变送器	EJA530E-JCH4N-019EN/NF2(0~100bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~100bar	
139	表压压力变送器	EJA530E-JDH4N-019EN/NF2(0~160bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~160bar	
140	表压压力变送器	EJA530E-JDH4N-019EN/NF2(0~250bar)	横河川仪	EJA530E	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~250bar	
141	表压压力变送器	EJA530E-JBS8N-019EN/KF22(0~6bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~6bar	
142	表压压力变送器	EJA530E-JBS8N-019EN/KF22(0~10bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~10bar	
143	表压压力变送器	EJA530E-JBS8N-019EN/KF22(0~16bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~16bar	
144	表压压力变送器	EJA530E-JCS8N-019EN/KF22(0~25bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~25bar	
145	表压压力变送器	EJA530E-JCS8N-019EN/KF22(0~60bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~60bar	
146	表压压力变送器	EJA530E-JCS8N-019EN/KF22(0~100bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	G1/2内螺纹	316L	哈氏合金C	硅油	0~100bar	
147	表压压力变送器	EJA530E-JBS9N-019EN/KF22(0~6bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~6bar	
148	表压压力变送器	EJA530E-JBS9N-019EN/KF22(0~10bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~10bar	
149	表压压力变送器	EJA530E-JBS9N-019EN/KF22(0~16bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~16bar	
150	表压压力变送器	EJA530E-JCS9N-019EN/KF22(0~25bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~25bar	
151	表压压力变送器	EJA530E-JCS9N-019EN/KF22(0~60bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~60bar	
152	表压压力变送器	EJA530E-JCS9N-019EN/KF22(0~100bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~100bar	
153	表压压力变送器	EJA530E-JDS4N-019EN/KF22(0~160bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	316L	哈氏合金C	硅油	0~160bar	
154	表压压力变送器	EJA530E-JDS4N-019EN/KF22(0~250bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	316L	哈氏合金C	硅油	0~250bar	
155	表压压力变送器	EJA530E-JBH4N-019EN/KF22(0~6bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	
156	表压压力变送器	EJA530E-JBH4N-019EN/KF22(0~10bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	
157	表压压力变送器	EJA530E-JBH4N-019EN/KF22(0~16bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~20bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	
158	表压压力变送器	EJA530E-JCH4N-019EN/KF22(0~25bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	
159	表压压力变送器	EJA530E-JCH4N-019EN/KF22(0~60bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~60bar	
160	表压压力变送器	EJA530E-JCH4N-019EN/KF22(0~100bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~100bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~100bar	
161	表压压力变送器	EJA530E-JDH4N-019EN/KF22(0~160bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~160bar	
162	表压压力变送器	EJA530E-JDH4N-019EN/KF22(0~250bar)	横河川仪	EJA530E	ATEX 2D Exd IIC T6~T4 Gb	隔爆	4-20mA HART	本地显示及设置	M20	IP66/IP67	-1~500bar	±0.055%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~250bar	
163	表压压力变送器	2088G2S22B2M5HR5(0~6bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~6bar	
164	表压压力变送器	2088G2S22B2M5HR5(0~10bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~10bar	
165	表压压力变送器	2088G3S22B2M5HR5(0~16bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~16bar	
166	表压压力变送器	2088G3S22B2M5HR5(0~25bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~25bar	
167	表压压力变送器	2088G4S22B2M5HR5(0~60bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~60bar	
168	表压压力变送器	2088G4S22B2M5HR5(0~100bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~100bar	
169	表压压力变送器	2088G4S22B2M5HR5(0~160bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~160bar	
170	表压压力变送器	2088G4S22B2M5HR5(0~250bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~250bar	
171	表压压力变送器	2088G2S22D2M5HR5(0~6bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~6bar	
172	表压压力变送器	2088G2S22D2M5HR5(0~10bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~10bar	
173	表压压力变送器	2088G3S22D2M5HR5(0~16bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~16bar	
174	表压压力变送器	2088G3S22D2M5HR5(0~25bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~25bar	
175	表压压力变送器	2088G4S22D2M5HR5(0~60bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~60bar	
176	表压压力变送器	2088G4S22D2M5HR5(0~100bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~100bar	
177	表压压力变送器	2088G4S22D2M5HR5(0~160bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~160bar	
178	表压压力变送器	2088G4S22D2M5HR5(0~250bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~250bar	
179	表压压力变送器	2088G2S22A2M5HR5(0~6bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~6bar	
180	表压压力变送器	2088G2S22A2M5HR5(0~10bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~10bar	
181	表压压力变送器	2088G3S22A2M5HR5(0~16bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~16bar	
182	表压压力变送器	2088G3S22A2M5HR5(0~25bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~25bar	
183	表压压力变送器	2088G4S22A2M5HR5(0~60bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~60bar	
184	表压压力变送器	2088G4S22A2M5HR5(0~100bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~100bar	
185	表压压力变送器	2088G4S22A2M5HR5(0~160bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~160bar	
186	表压压力变送器	2088G4S22A2M5HR5(0~250bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~250bar	
187	表压压力变送器	2088G2S33A2M5HR5(0~6bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	
188	表压压力变送器	2088G2S33A2M5HR5(0~10bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	
189	表压压力变送器	2088G3S33A2M5HR5(0~16bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	
190	表压压力变送器	2088G3S33A2M5HR5(0~25bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	
191	表压压力变送器	2088G4S33A2M5HR5(0~60bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~60bar	
192	表压压力变送器	2088G4S33A2M5HR5(0~100bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~100bar	
193	表压压力变送器	2088G4S33A2M5HR5(0~160bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~160bar	
194	表压压力变送器	2088G4S33A2M5HR5(0~250bar)	艾默生	2088G	无防爆认证	非防爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~250bar	
195	表压压力变送器	2088G2S22B2M5E3HR5(0~6bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~6bar	
196	表压压力变送器	2088G2S22B2M5E3HR5(0~10bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~10bar	
197	表压压力变送器	2088G3S22B2M5E3HR5(0~16bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~16bar	
