			1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	认证	防爆类型	信号输出	显示及操作	电缆入口	防护等级	测量范围	精度	过程连接	连接材质	膜片材质	填充油	量程	附加信息
198	表压压力变送器	2088G3S22B2M5E3HR5(0~25bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~25bar	
199	表压压力变送器	2088G4S22B2M5E3HR5(0~60bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~60bar	
200	表压压力变送器	2088G4S22B2M5E3HR5(0~100bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~100bar	
201	表压压力变送器	2088G4S22B2M5E3HR5(0~160bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~160bar	
202	表压压力变送器	2088G4S22B2M5E3HR5(0~250bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~250bar	
203	表压压力变送器	2088G2S22D2M5E3HR5(0~6bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~6bar	
204	表压压力变送器	2088G2S22D2M5E3HR5(0~10bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~10bar	
205	表压压力变送器	2088G3S22D2M5E3HR5(0~16bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~16bar	
206	表压压力变送器	2088G3S22D2M5E3HR5(0~25bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~25bar	
207	表压压力变送器	2088G4S22D2M5E3HR5(0~60bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~60bar	
208	表压压力变送器	2088G4S22D2M5E3HR5(0~100bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~100bar	
209	表压压力变送器	2088G4S22D2M5E3HR5(0~160bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~160bar	
210	表压压力变送器	2088G4S22D2M5E3HR5(0~250bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~250bar	
211	表压压力变送器	2088G2S22A2M5E3HR5(0~6bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~6bar	
212	表压压力变送器	2088G2S22A2M5E3HR5(0~10bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~10bar	
213	表压压力变送器	2088G3S22A2M5E3HR5(0~16bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~16bar	
214	表压压力变送器	2088G3S22A2M5E3HR5(0~25bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~25bar	
215	表压压力变送器	2088G4S22A2M5E3HR5(0~60bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~60bar	
216	表压压力变送器	2088G4S22A2M5E3HR5(0~100bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~100bar	
217	表压压力变送器	2088G4S22A2M5E3HR5(0~160bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~160bar	
218	表压压力变送器	2088G4S22A2M5E3HR5(0~250bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~250bar	
219	表压压力变送器	2088G2S33A2M5E3HR5(0~6bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	
220	表压压力变送器	2088G2S33A2M5E3HR5(0~10bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	
221	表压压力变送器	2088G3S33A2M5E3HR5(0~16bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	
222	表压压力变送器	2088G3S33A2M5E3HR5(0~25bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	
223	表压压力变送器	2088G4S33A2M5E3HR5(0~60bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~60bar	
224	表压压力变送器	2088G4S33A2M5E3HR5(0~100bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~100bar	
225	表压压力变送器	2088G4S33A2M5E3HR5(0~160bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~160bar	
226	表压压力变送器	2088G4S33A2M5E3HR5(0~250bar)	艾默生	2088G	中国防火(ExdIICT4/T6)	隔爆	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~250bar	
227	表压压力变送器	2088G2S22B2M5KHHR5(0~6bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~6bar	
228	表压压力变送器	2088G2S22B2M5KHHR5(0~10bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~10bar	
229	表压压力变送器	2088G3S22B2M5KHHR5(0~16bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~16bar	
230	表压压力变送器	2088G3S22B2M5KHHR5(0~25bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~25bar	
231	表压压力变送器	2088G4S22B2M5KHHR5(0~60bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~60bar	
232	表压压力变送器	2088G4S22B2M5KHHR5(0~100bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~100bar	
233	表压压力变送器	2088G4S22B2M5KHHR5(0~160bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~160bar	
234	表压压力变送器	2088G4S22B2M5KHHR5(0~250bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	G1/2外螺纹	316L	316L	硅油	0~250bar	
235	表压压力变送器	2088G2S22D2M5KHHR5(0~6bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~6bar	
236	表压压力变送器	2088G2S22D2M5KHHR5(0~10bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~10bar	
237	表压压力变送器	2088G3S22D2M5KHHR5(0~16bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~16bar	
238	表压压力变送器	2088G3S22D2M5KHHR5(0~25bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~25bar	
239	表压压力变送器	2088G4S22D2M5KHHR5(0~60bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~60bar	
240	表压压力变送器	2088G4S22D2M5KHHR5(0~100bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~100bar	
241	表压压力变送器	2088G4S22D2M5KHHR5(0~160bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~160bar	
242	表压压力变送器	2088G4S22D2M5KHHR5(0~250bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	M20*1.5外螺纹	316L	316L	硅油	0~250bar	
243	表压压力变送器	2088G2S22A2M5KHHR5(0~6bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~6bar	
244	表压压力变送器	2088G2S22A2M5KHHR5(0~10bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~10bar	
245	表压压力变送器	2088G3S22A2M5KHHR5(0~16bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~16bar	
246	表压压力变送器	2088G3S22A2M5KHHR5(0~25bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~25bar	
247	表压压力变送器	2088G4S22A2M5KHHR5(0~60bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~60bar	
248	表压压力变送器	2088G4S22A2M5KHHR5(0~100bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~100bar	
249	表压压力变送器	2088G4S22A2M5KHHR5(0~160bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~160bar	
250	表压压力变送器	2088G4S22A2M5KHHR5(0~250bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	316L	316L	硅油	0~250bar	
251	表压压力变送器	2088G2S33A2M5KHHR5(0~6bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	
252	表压压力变送器	2088G2S33A2M5KHHR5(0~10bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~10bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	
253	表压压力变送器	2088G3S33A2M5KHHR5(0~16bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	
254	表压压力变送器	2088G3S33A2M5KHHR5(0~25bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~55bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	
255	表压压力变送器	2088G4S33A2M5KHHR5(0~60bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~60bar	
256	表压压力变送器	2088G4S33A2M5KHHR5(0~100bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~100bar	
257	表压压力变送器	2088G4S33A2M5KHHR5(0~160bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~160bar	
258	表压压力变送器	2088G4S33A2M5KHHR5(0~250bar)	艾默生	2088G	FM认证与ATEX防爆和本安	本安	4-20mA HART	本地显示	M20	IP66	-1~275bar	±0.075%	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~250bar	
