是否必填			1	1	1	1	1	1	0
序号	分类名称	供应商型号规格	品牌	产品系列	电机功率	相数及电压	通讯代号	EMC滤波器	备注
154	低压变频器	FC-360-H3K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	3.0kW 	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
155	低压变频器	FC-360-H4K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	4.0kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
156	低压变频器	FC-360-H5K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	5.5kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
157	低压变频器	FC-360-H7K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	7.5kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
158	低压变频器	FC-360-H11K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	11kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
159	低压变频器	FC-360-H15K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	15kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
160	低压变频器	FC-360-H18K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	18.5kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
161	低压变频器	FC-360-H22K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	22kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
162	低压变频器	FC-360-H30K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	30kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
163	低压变频器	FC-360-H37K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	37kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
164	低压变频器	FC-360-H45K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	45kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
165	低压变频器	FC-360-H55K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	55kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
166	低压变频器	FC-360-H75K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC360系列变频器	75kW	3相380/480V交流	PROFIBUS	C3等级的RFI滤波器(EN61800-3)	重载应用
167	低压变频器	FC-360-HK37-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	0.37kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
168	低压变频器	FC-360-HK55-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	0.55kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
169	低压变频器	FC-360-HK75-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	0.75kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
170	低压变频器	FC-360-H1K1-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	1.1kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
171	低压变频器	FC-360-H1K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	1.5kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
172	低压变频器	FC-360-H2K2-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	2.2kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
173	低压变频器	FC-360-H3K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	3.0kW 	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
174	低压变频器	FC-360-H4K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	4.0kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
175	低压变频器	FC-360-H5K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	5.5kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
176	低压变频器	FC-360-H7K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	7.5kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
177	低压变频器	FC-360-H11K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	11kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
178	低压变频器	FC-360-H15K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	15kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
179	低压变频器	FC-360-H18K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	18.5kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
180	低压变频器	FC-360-H22K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	22kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
181	低压变频器	FC-360-H30K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	30kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
182	低压变频器	FC-360-H37K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	37kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
183	低压变频器	FC-360-H45K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	45kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
184	低压变频器	FC-360-H55K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	55kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
185	低压变频器	FC-360-H75K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC360系列变频器	75kW	3相380/480V交流	PROFINET	C3等级的RFI滤波器(EN61800-3)	重载应用
186	低压变频器	FC-360-HK37-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	0.37kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
187	低压变频器	FC-360-HK55-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	0.55kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
188	低压变频器	FC-360-HK75-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	0.75kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
189	低压变频器	FC-360-H1K1-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	1.1kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
190	低压变频器	FC-360-H1K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	1.5kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
191	低压变频器	FC-360-H2K2-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	2.2kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
192	低压变频器	FC-360-H3K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	3.0kW 	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
193	低压变频器	FC-360-H4K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	4.0kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
194	低压变频器	FC-360-H5K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	5.5kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
195	低压变频器	FC-360-H7K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	7.5kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
196	低压变频器	FC-360-H11K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	11kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
197	低压变频器	FC-360-H15K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	15kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
198	低压变频器	FC-360-H18K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	18.5kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
199	低压变频器	FC-360-H22K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	22kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
200	低压变频器	FC-360-H30K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	30kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
201	低压变频器	FC-360-H37K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	37kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
202	低压变频器	FC-360-H45K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	45kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
203	低压变频器	FC-360-H55K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	55kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
204	低压变频器	FC-360-H75K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC360系列变频器	75kW	3相380/480V交流	无代号	C3等级的RFI滤波器(EN61800-3)	重载应用
205	低压变频器	FC-301-PK37-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	0.37kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
206	低压变频器	FC-301-PK55-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	0.55kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
207	低压变频器	FC-301-PK75-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	0.75kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
208	低压变频器	FC-301-P1K1-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	1.1kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
209	低压变频器	FC-301-P1K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	1.5kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
210	低压变频器	FC-301-H2K2-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	2.2kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
211	低压变频器	FC-301-P3K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	3.0kW 	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
212	低压变频器	FC-301-P4K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	4.0kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
213	低压变频器	FC-301-P5K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	5.5kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
214	低压变频器	FC-301-P7K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	7.5kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
215	低压变频器	FC-301-P11K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	11kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
216	低压变频器	FC-301-P15K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	15kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
217	低压变频器	FC-301-P18K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	18.5kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
218	低压变频器	FC-301-H22K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	22kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
219	低压变频器	FC-301-P30K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	30kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
220	低压变频器	FC-301-P37K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	37kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
221	低压变频器	FC-301-P45K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	45kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
222	低压变频器	FC-301-P55K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	55kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
223	低压变频器	FC-301-P75K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC301系列通用型变频器	75kW	3相380/480V交流	PROFIBUS	RFI等级A2(C3)	重载应用
224	低压变频器	FC-301-PK37-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	0.37kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
225	低压变频器	FC-301-PK55-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	0.55kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
226	低压变频器	FC-301-PK75-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	0.75kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
227	低压变频器	FC-301-P1K1-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	1.1kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
228	低压变频器	FC-301-P1K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	1.5kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
229	低压变频器	FC-301-H2K2-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	2.2kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
230	低压变频器	FC-301-P3K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	3.0kW 	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
231	低压变频器	FC-301-P4K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	4.0kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
232	低压变频器	FC-301-P5K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	5.5kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
233	低压变频器	FC-301-P7K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	7.5kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
234	低压变频器	FC-301-P11K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	11kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
235	低压变频器	FC-301-P15K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	15kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
236	低压变频器	FC-301-P18K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	18.5kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
237	低压变频器	FC-301-H22K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	22kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
238	低压变频器	FC-301-P30K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	30kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
239	低压变频器	FC-301-P37K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	37kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
240	低压变频器	FC-301-P45K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	45kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
241	低压变频器	FC-301-P55K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	55kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
242	低压变频器	FC-301-P75K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC301系列通用型变频器	75kW	3相380/480V交流	无代号	RFI等级A2(C3)	重载应用
243	低压变频器	FC-301-PK37-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	0.37kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
244	低压变频器	FC-301-PK55-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	0.55kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
245	低压变频器	FC-301-PK75-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	0.75kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
246	低压变频器	FC-301-P1K1-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	1.1kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
247	低压变频器	FC-301-P1K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	1.5kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
248	低压变频器	FC-301-H2K2-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	2.2kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
249	低压变频器	FC-301-P3K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	3.0kW 	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
250	低压变频器	FC-301-P4K0-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	4.0kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
251	低压变频器	FC-301-P5K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	5.5kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
252	低压变频器	FC-301-P7K5-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	7.5kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
253	低压变频器	FC-301-P11K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	11kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
254	低压变频器	FC-301-P15K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	15kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
255	低压变频器	FC-301-P18K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	18.5kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
256	低压变频器	FC-301-H22K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	22kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
257	低压变频器	FC-301-P30K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	30kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
258	低压变频器	FC-301-P37K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	37kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
259	低压变频器	FC-301-P45K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	45kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
260	低压变频器	FC-301-P55K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	55kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
261	低压变频器	FC-301-P75K-T4-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC301系列通用型变频器	75kW	3相380/480V交流	PROFINET	RFI等级A2(C3)	重载应用
262	低压变频器	FC-302-N90K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	90kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
263	低压变频器	FC-302-N110-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	110kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
264	低压变频器	FC-302-N132-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	132kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
265	低压变频器	FC-302-N160-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	160kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
266	低压变频器	FC-302-N200-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	200kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
267	低压变频器	FC-302-N250-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	250kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
268	低压变频器	FC-302-N315-T5-E20-H2-X-X-C-X-X-X-SXXX-X-A0-BX	丹佛斯	FC302系列高性能型变频器	315kW	3相380/480V交流	PROFIBUS	A2 (C3) 类射频干扰滤波器	重载应用
269	低压变频器	FC-302-N90K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	90kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
270	低压变频器	FC-302-N110-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	110kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
271	低压变频器	FC-302-N132-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	132kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
272	低压变频器	FC-302-N160-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	160kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
273	低压变频器	FC-302-N200-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	200kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
274	低压变频器	FC-302-N250-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	250kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
275	低压变频器	FC-302-N315-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AL-BX	丹佛斯	FC302系列高性能型变频器	315kW	3相380/480V交流	PROFINET	A2 (C3) 类射频干扰滤波器	重载应用
276	低压变频器	FC-302-N90K-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	90kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
277	低压变频器	FC-302-N110-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	110kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
278	低压变频器	FC-302-N132-T5-E20-H2-X-X-C-X-X-X-SXXX-X-AX-BX	丹佛斯	FC302系列高性能型变频器	132kW	3相380/480V交流	无代号	A2 (C3) 类射频干扰滤波器	重载应用
