			1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0
序号	分类名称	供应商型号规格	品牌	产品系列	应用类型	认证	防爆类型	信号输出	显示及操作	电缆入口	防护等级	过程连接	过程连接材质	膜片材质	填充油	量程	压力范围	精度	附加信息
55	绝压压力变送器	EJA510E-JAS8N-019EN(0~1bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~1bar	0~2bar Abs	±0.055%	
56	绝压压力变送器	EJA510E-JAS8N-019EN(0~2bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~2bar	0~2bar Abs	±0.055%	
57	绝压压力变送器	EJA510E-JBS8N-019EN(0~6bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~6bar	0~20bar Abs	±0.055%	
58	绝压压力变送器	EJA510E-JBS8N-019EN(0~10bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~10bar	0~20bar Abs	±0.055%	
59	绝压压力变送器	EJA510E-JBS8N-019EN(0~16bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~16bar	0~20bar Abs	±0.055%	
60	绝压压力变送器	EJA510E-JCS8N-019EN(0~25bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~25bar	0~100bar Abs	±0.055%	
61	绝压压力变送器	EJA510E-JAS9N-019EN(0~1bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~1bar	0~2bar Abs	±0.055%	
62	绝压压力变送器	EJA510E-JAS9N-019EN(0~2bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~2bar	0~2bar Abs	±0.055%	
63	绝压压力变送器	EJA510E-JBS9N-019EN(0~6bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~6bar	0~20bar Abs	±0.055%	
64	绝压压力变送器	EJA510E-JBS9N-019EN(0~10bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~10bar	0~20bar Abs	±0.055%	
65	绝压压力变送器	EJA510E-JBS9N-019EN(0~16bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~16bar	0~20bar Abs	±0.055%	
66	绝压压力变送器	EJA510E-JCS9N-019EN(0~25bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	M20*1.5内螺纹	316L	哈氏合金C	硅油	0~25bar	0~100bar Abs	±0.055%	
67	绝压压力变送器	EJA510E-JAH4N-019EN(0~1bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~1bar	0~2bar Abs	±0.055%	
68	绝压压力变送器	EJA510E-JAH4N-019EN(0~2bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~2bar	0~2bar Abs	±0.055%	
69	绝压压力变送器	EJA510E-JBH4N-019EN(0~6bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~6bar	0~20bar Abs	±0.055%	
70	绝压压力变送器	EJA510E-JBH4N-019EN(0~10bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~10bar	0~20bar Abs	±0.055%	
71	绝压压力变送器	EJA510E-JBH4N-019EN(0~16bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~16bar	0~20bar Abs	±0.055%	
72	绝压压力变送器	EJA510E-JCH4N-019EN(0~25bar)	横河川仪	EJA510E	普通绝压	无认证	非防爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	NPT1/2内螺纹	哈氏合金C	哈氏合金C	硅油	0~25bar	0~100bar Abs	±0.055%	
73	绝压压力变送器	EJA510E-JAS8N-019EN/NF2(0~1bar)	横河川仪	EJA510E	普通绝压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~1bar	0~2bar Abs	±0.055%	
74	绝压压力变送器	EJA510E-JAS8N-019EN/NF2(0~2bar)	横河川仪	EJA510E	普通绝压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~2bar	0~2bar Abs	±0.055%	
75	绝压压力变送器	EJA510E-JBS8N-019EN/NF2(0~6bar)	横河川仪	EJA510E	普通绝压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~6bar	0~20bar Abs	±0.055%	
76	绝压压力变送器	EJA510E-JBS8N-019EN/NF2(0~10bar)	横河川仪	EJA510E	普通绝压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~10bar	0~20bar Abs	±0.055%	
77	绝压压力变送器	EJA510E-JBS8N-019EN/NF2(0~16bar)	横河川仪	EJA510E	普通绝压	NEPSI Ex d IIC T4~T6 Gb	隔爆	4-20mA HART	本地显示及操作	M20*1.5	IP66/IP67	G1/2内螺纹	316L	哈氏合金C	硅油	0~16bar	0~20bar Abs	±0.055%	
