是否必填			1	1	1	0	0	0	0	0	1	1	0	0
序号	分类名称	供应商型号规格	品牌	产品系列	过程连接	浮球式样	本体管	翻板指示器	外型结构-上端型式	外型结构-下端型式	压力范围	量程	传送器	刻度尺
93	磁翻板液位计	EFG11B1K1-0600XM(DN25,PN16)	上海凡宜	EF	法兰连接,DN25,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	600mm	铝合金烤漆外壳	金属
94	磁翻板液位计	EFG11B1K1-0700XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	700mm	铝合金烤漆外壳	金属
95	磁翻板液位计	EFG11B1K1-0800XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	800mm	铝合金烤漆外壳	金属
96	磁翻板液位计	EFG11B1K1-0900XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	900mm	铝合金烤漆外壳	金属
97	磁翻板液位计	EFG11B1K1-1000XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1000mm	铝合金烤漆外壳	金属
98	磁翻板液位计	EFG11B1K1-1100XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1100mm	铝合金烤漆外壳	金属
99	磁翻板液位计	EFG11B1K1-1200XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1200mm	铝合金烤漆外壳	金属
100	磁翻板液位计	EFG11B1K1-1300XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1300mm	铝合金烤漆外壳	金属
101	磁翻板液位计	EFG11B1K1-1400XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1400mm	铝合金烤漆外壳	金属
102	磁翻板液位计	EFG11B1K1-1500XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1500mm	铝合金烤漆外壳	金属
103	磁翻板液位计	EFG11B1K1-1600XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1600mm	铝合金烤漆外壳	金属
104	磁翻板液位计	EFG11B1K1-1700XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1700mm	铝合金烤漆外壳	金属
105	磁翻板液位计	EFG11B1K1-1800XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1800mm	铝合金烤漆外壳	金属
106	磁翻板液位计	EFG11B1K1-1900XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1900mm	铝合金烤漆外壳	金属
107	磁翻板液位计	EFG11B1K1-2000XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2000mm	铝合金烤漆外壳	金属
108	磁翻板液位计	EFG11B1K1-2100XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2100mm	铝合金烤漆外壳	金属
109	磁翻板液位计	EFG11B1K1-2200XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2200mm	铝合金烤漆外壳	金属
110	磁翻板液位计	EFG11B1K1-2400XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2400mm	铝合金烤漆外壳	金属
111	磁翻板液位计	EFG11B1K1-2600XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2600mm	铝合金烤漆外壳	金属
112	磁翻板液位计	EFG11B1K1-2800XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2800mm	铝合金烤漆外壳	金属
113	磁翻板液位计	EFG11B1K1-3000XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3000mm	铝合金烤漆外壳	金属
114	磁翻板液位计	EFG11B1K1-3200XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3200mm	铝合金烤漆外壳	金属
115	磁翻板液位计	EFG11B1K1-3400XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3400mm	铝合金烤漆外壳	金属
116	磁翻板液位计	EFG11B1K1-3600XM(DN50,PN16)	上海凡宜	EF	法兰连接,DN50,PN16	EFB-2630(TITANIUM),比重0.51	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3600mm	铝合金烤漆外壳	金属
117	磁翻板液位计	EF311B1K1-0450NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	450mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
118	磁翻板液位计	EF311B1K1-0550NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	550mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
119	磁翻板液位计	EF311B1K1-0650NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	650mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
120	磁翻板液位计	EF311B1K1-0750NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	750mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
121	磁翻板液位计	EF311B1K1-0500NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
122	磁翻板液位计	EF311B1K1-0600NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
123	磁翻板液位计	EF311B1K1-0700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
124	磁翻板液位计	EF311B1K1-0800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
125	磁翻板液位计	EF311B1K1-0900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
126	磁翻板液位计	EF311B1K1-1000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
127	磁翻板液位计	EF311B1K1-1100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
128	磁翻板液位计	EF311B1K1-1200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
129	磁翻板液位计	EF311B1K1-1300NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1300mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
130	磁翻板液位计	EF311B1K1-1400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
131	磁翻板液位计	EF311B1K1-1500NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
132	磁翻板液位计	EF311B1K1-1600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
133	磁翻板液位计	EF311B1K1-1700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
134	磁翻板液位计	EF311B1K1-1800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
135	磁翻板液位计	EF311B1K1-1900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
136	磁翻板液位计	EF311B1K1-2000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
137	磁翻板液位计	EF311B1K1-2100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
138	磁翻板液位计	EF311B1K1-2200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
139	磁翻板液位计	EF311B1K1-2400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
140	磁翻板液位计	EF311B1K1-2600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
141	磁翻板液位计	EF311B1K1-2800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
142	磁翻板液位计	EF311B1K1-3000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
143	磁翻板液位计	EF311B1K1-3200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
144	磁翻板液位计	EF311B1K1-3400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
145	磁翻板液位计	EF311B1K1-3600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2540(SUS316),比重0.7	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	3600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
146	磁翻板液位计	EFA11B1K1-0450NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	450mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
147	磁翻板液位计	EFA11B1K1-0550NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	550mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
148	磁翻板液位计	EFA11B1K1-0650NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	650mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
149	磁翻板液位计	EFA11B1K1-0750NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	750mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
150	磁翻板液位计	EFA11B1K1-0500NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
151	磁翻板液位计	EFA11B1K1-0600NM(DN25,PN16)	上海凡宜	EF Ex	法兰连接,DN25,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
152	磁翻板液位计	EFA11B1K1-0700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
153	磁翻板液位计	EFA11B1K1-0800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
154	磁翻板液位计	EFA11B1K1-0900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
155	磁翻板液位计	EFA11B1K1-1000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
156	磁翻板液位计	EFA11B1K1-1100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
157	磁翻板液位计	EFA11B1K1-1200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
158	磁翻板液位计	EFA11B1K1-1300NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1300mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
159	磁翻板液位计	EFA11B1K1-1400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
160	磁翻板液位计	EFA11B1K1-1500NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1500mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
161	磁翻板液位计	EFA11B1K1-1600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
162	磁翻板液位计	EFA11B1K1-1700NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1700mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
163	磁翻板液位计	EFA11B1K1-1800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
164	磁翻板液位计	EFA11B1K1-1900NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	1900mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
165	磁翻板液位计	EFA11B1K1-2000NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2000mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
166	磁翻板液位计	EFA11B1K1-2100NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2100mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
167	磁翻板液位计	EFA11B1K1-2200NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2200mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
168	磁翻板液位计	EFA11B1K1-2400NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2400mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
169	磁翻板液位计	EFA11B1K1-2600NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2600mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
170	磁翻板液位计	EFA11B1K1-2800NM(DN50,PN16)	上海凡宜	EF Ex	法兰连接,DN50,PN16	EFB-2560(SUS316),比重0.75	SUS304,140℃	EFB-0700(-20~200℃)	平盖+塞头	双法兰+控制阀	-1~10kg/cm2	2800mm	防爆型(ExdIICT3～T6 Gb ExtDA20/A21,自带一个M20*1.5的隔爆密封头)	金属
